label,area,centroid-0,centroid-1,eccentricity,mean_intensity,max_intensity,min_intensity,annotated_class,key
[1],[1385],[100.56606498],[101.42888087],[0.69620156],[144.54584838],[255.],[66.],1,[1]
[1],[832],[98.72115385],[97.76322115],[0.72907539],[165.37379808],[255.],[101.],1,[1]
[1],[3887],[100.98533573],[102.20298431],[0.61863353],[144.7010548],[252.],[69.],1,[1]
[1],[590],[100.10508475],[101.47118644],[0.49149253],[174.43050847],[255.],[104.],1,[1]
[1],[1360],[98.93455882],[99.76985294],[0.71944575],[162.83308824],[254.],[0.],1,[1]
[1],[1951],[100.15069195],[99.0835469],[0.77490164],[126.351102],[255.],[40.],1,[1]
[1 2 3],[27 40 31],[100.88888889 105.55       117.16129032],[116.18518519 105.45       116.09677419],[0.59555353 0.72232655 0.75017128],[169.22222222 172.3        159.93548387],[195. 211. 175.],[147. 146. 141.],1,[1 2 3]
[1],[1747],[100.1625644],[100.76302232],[0.5126204],[145.3257012],[255.],[9.],1,[1]
[1],[2301],[101.67883529],[99.1777488],[0.83456323],[138.19295958],[255.],[0.],1,[1]
[1],[1827],[101.00328407],[99.62014231],[0.65924084],[140.69348659],[250.],[0.],1,[1]
[1],[1148],[101.66376307],[99.53832753],[0.89775007],[153.43641115],[255.],[81.],1,[1]
[1 2 3 4],[37 87 27 34],[ 73.81081081  87.33333333 100.         120.55882353],[124.86486486 119.01149425 126.11111111  84.17647059],[0.77146356 0.79170273 0.55317389 0.68356438],[153.97297297 167.54022989 171.96296296 196.5       ],[179. 201. 192. 242.],[126. 144. 145. 163.],1,[1 2 3 4]
[1],[1168],[100.52311644],[97.06421233],[0.80046887],[152.90325342],[255.],[74.],1,[1]
[1],[1126],[101.98490231],[98.3383659],[0.68836246],[136.96980462],[255.],[57.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[1332],[98.60135135],[99.88813814],[0.45057034],[140.66666667],[254.],[0.],1,[1]
[1],[44],[80.79545455],[88.97727273],[0.59177528],[160.04545455],[199.],[136.],1,[1]
[1],[1405],[98.68683274],[101.50035587],[0.67222133],[157.35088968],[252.],[0.],1,[1]
[1],[2220],[99.89054054],[100.40855856],[0.7656816],[165.6963964],[253.],[0.],1,[1]
[1],[2169],[99.22268326],[99.60027663],[0.84687392],[139.44444444],[255.],[5.],1,[1]
[1],[2350],[100.44255319],[100.68042553],[0.7797605],[138.37191489],[255.],[66.],1,[1]
[1],[45],[93.51111111],[110.88888889],[0.77254277],[134.86666667],[161.],[80.],1,[1]
[1],[1006],[100.46023857],[100.25049702],[0.72023595],[160.96421471],[255.],[63.],1,[1]
[1 2],[49 17],[ 94.91836735 104.35294118],[ 99.04081633 113.47058824],[0.72794231 0.48397751],[135.7755102  154.82352941],[156. 189.],[121. 132.],1,[1 2]
[1],[1953],[99.16436252],[101.0640041],[0.62779916],[131.25140809],[250.],[0.],1,[1]
[1],[1348],[101.13872404],[100.66913947],[0.77156928],[154.36869436],[255.],[77.],1,[1]
[1],[1123],[100.72751558],[98.97417631],[0.87959589],[148.42475512],[255.],[76.],1,[1]
[1],[1359],[101.24135394],[99.98822664],[0.72157471],[142.53053716],[251.],[82.],1,[1]
[1],[1928],[100.10425311],[100.44087137],[0.57225847],[148.42946058],[255.],[69.],1,[1]
[1],[936],[100.25961538],[100.51388889],[0.61018005],[163.94337607],[255.],[69.],1,[1]
[1],[2176],[102.59558824],[101.57950368],[0.80762105],[144.80882353],[255.],[0.],1,[1]
[1],[3236],[99.29666255],[100.75679852],[0.6473369],[144.276267],[255.],[0.],1,[1]
[1],[1393],[100.18664752],[100.53553482],[0.55699468],[147.39554917],[255.],[65.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[1079],[92.0231696],[99.34012975],[0.7781358],[153.35403151],[254.],[101.],1,[1]
[1],[1231],[101.03818034],[101.26807474],[0.90035872],[146.13484972],[255.],[59.],1,[1]
[1],[16],[124.5],[89.5],[0.],[164.5625],[184.],[144.],1,[1]
[1],[3083],[104.42101849],[99.76548816],[0.61712643],[165.3058709],[255.],[111.],1,[1]
[1 2 3 4],[22 59 41 20],[ 84.27272727  99.05084746 100.75609756 106.65      ],[102.68181818  98.08474576 111.7804878   86.45      ],[0.64669887 0.47726204 0.76463557 0.78293731],[157.77272727 177.47457627 171.09756098 172.05      ],[180. 244. 195. 190.],[132. 139. 145. 152.],1,[1 2 3 4]
[1],[1350],[98.89703704],[99.64592593],[0.74246031],[136.35037037],[255.],[0.],1,[1]
[1],[1314],[100.93531202],[99.00989346],[0.69015628],[175.65601218],[255.],[66.],1,[1]
[1],[3899],[100.65273147],[99.51346499],[0.69991384],[150.82893049],[255.],[79.],1,[1]
[1],[1519],[99.83410138],[101.37195523],[0.75572483],[166.24621461],[255.],[85.],1,[1]
[1],[156],[117.10897436],[101.95512821],[0.85273834],[91.6025641],[156.],[65.],1,[1]
[1],[202],[89.71782178],[99.66831683],[0.67162513],[152.35148515],[208.],[91.],1,[1]
[1 2 3],[26 25 21],[ 76.5         96.6        114.85714286],[116.          93.64       112.85714286],[0.54405882 0.6249128  0.71224197],[156.03846154 155.48       146.0952381 ],[171. 170. 161.],[140. 137. 132.],1,[1 2 3]
[1],[1612],[100.7133995],[101.23573201],[0.7702245],[152.42059553],[254.],[9.],1,[1]
[1 2 3 4],[34 26 27 23],[ 68.88235294  90.80769231 102.88888889 104.        ],[118.5        100.15384615  87.88888889  95.        ],[0.71547215 0.7869528  0.84029085 0.56568542],[167.79411765 141.73076923 162.59259259 168.26086957],[201. 155. 183. 203.],[146. 126. 144. 141.],1,[1 2 3 4]
[],[],[],[],[],[],[],[],1,[]
[1],[1752],[99.64269406],[100.58618721],[0.83450515],[143.05365297],[255.],[0.],1,[1]
[1],[1495],[100.11438127],[100.77926421],[0.83660507],[154.90301003],[255.],[0.],1,[1]
[1 2],[19 34],[ 87.15789474 114.17647059],[111.84210526 120.44117647],[0.52070373 0.68356438],[160.         174.08823529],[182. 203.],[144. 150.],1,[1 2]
[1],[1475],[100.26101695],[100.21898305],[0.76748468],[166.14915254],[252.],[75.],1,[1]
[1],[4230],[99.39527187],[99.77754137],[0.38847869],[141.06382979],[254.],[12.],1,[1]
[1],[503],[101.58648111],[97.7554672],[0.72084011],[157.34592445],[254.],[82.],1,[1]
[1 2 3],[24 56 71],[ 79.66666667  87.30357143 114.45070423],[ 87.875      115.67857143 103.84507042],[0.58498662 0.60960241 0.76200331],[181.58333333 197.17857143 189.84507042],[207. 255. 235.],[142. 143. 158.],1,[1 2 3]
[1],[2517],[99.32220898],[100.3412793],[0.75046386],[143.19864919],[255.],[77.],1,[1]
[1],[2399],[100.44310129],[100.44893706],[0.8533414],[152.72155065],[255.],[25.],1,[1]
[1],[841],[100.20689655],[100.57312723],[0.72511366],[150.84661118],[255.],[11.],1,[1]
[1],[1572],[99.94847328],[100.01272265],[0.72600622],[131.59223919],[255.],[54.],1,[1]
[1],[1433],[97.90648988],[101.44521982],[0.93295182],[149.51849267],[255.],[64.],1,[1]
[1],[2305],[100.51800434],[98.05596529],[0.59673695],[138.14013015],[254.],[73.],1,[1]
[1],[1801],[99.9339256],[99.4008884],[0.65978671],[148.30760689],[255.],[18.],1,[1]
[1],[889],[99.70528684],[101.57817773],[0.74036272],[154.8447694],[255.],[95.],1,[1]
[1 2],[366 571],[ 93.83879781 108.77408056],[111.63387978  97.78809107],[0.80331464 0.6544585 ],[159.56557377 147.85814361],[255. 250.],[94. 77.],1,[1 2]
[1],[1332],[100.68843844],[99.46321321],[0.70985142],[150.67567568],[255.],[0.],1,[1]
[1],[1211],[100.99421965],[100.3699422],[0.83028758],[168.30470685],[252.],[0.],1,[1]
[1],[2607],[101.70118911],[100.41695435],[0.64641038],[155.94706559],[255.],[18.],1,[1]
[1],[638],[101.02664577],[99.00470219],[0.64540496],[158.84169279],[255.],[101.],1,[1]
[1],[2407],[99.77025343],[100.5567096],[0.44905143],[175.02035729],[252.],[4.],1,[1]
[1],[2282],[100.79798422],[99.65863278],[0.65237151],[144.92638037],[254.],[76.],1,[1]
[1],[1525],[98.57770492],[99.52459016],[0.83897617],[188.92983607],[250.],[15.],1,[1]
[1 2],[27 31],[80.07407407 91.5483871 ],[96.40740741 82.58064516],[0.5724126  0.33117581],[150.07407407 162.38709677],[167. 193.],[127. 133.],1,[1 2]
[1],[1044],[98.29310345],[98.38888889],[0.8710599],[152.98467433],[254.],[81.],1,[1]
[1],[670],[99.82089552],[99.87313433],[0.67658523],[182.75522388],[255.],[91.],1,[1]
[1],[1192],[99.68036913],[100.3397651],[0.7659208],[162.00755034],[253.],[66.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[895],[100.37094972],[100.90391061],[0.73470625],[184.59776536],[255.],[0.],1,[1]
[1],[1974],[98.33890578],[101.07497467],[0.55880311],[175.71732523],[255.],[0.],1,[1]
[1],[1546],[103.25679172],[97.46507115],[0.89411654],[141.64359638],[255.],[71.],1,[1]
[1],[531],[98.73634652],[99.57815443],[0.89458071],[160.47834275],[255.],[85.],1,[1]
[1],[1198],[100.49248748],[98.67028381],[0.50590264],[174.70617696],[255.],[0.],1,[1]
[1],[1793],[99.82710541],[100.55326269],[0.6893239],[142.85722253],[252.],[2.],1,[1]
[1],[980],[99.71836735],[100.58673469],[0.72535125],[185.7877551],[255.],[86.],1,[1]
[1],[2091],[99.00430416],[100.18507891],[0.83044902],[142.92682927],[249.],[24.],1,[1]
[1],[1293],[99.612529],[100.87393658],[0.65147221],[130.31013148],[255.],[46.],1,[1]
[1],[997],[100.96890672],[100.75325978],[0.7825916],[167.66298897],[255.],[0.],1,[1]
[1 2],[30 36],[ 96.8        113.36111111],[ 86.26666667 109.77777778],[0.38532226 0.59726818],[144.2        149.88888889],[169. 181.],[117. 122.],1,[1 2]
[1 2],[62 35],[107.43548387 110.37142857],[123.93548387  73.42857143],[0.93193716 0.49137519],[166.67741935 169.74285714],[188. 199.],[147. 116.],1,[1 2]
[1 2 3 4 5 6],[19 19 58 49 35 35],"[ 84.89473684  90.42105263  97.84482759  97.53061224 103.22857143
 111.08571429]","[ 72.42105263 119.31578947 101.36206897  87.2244898  119.45714286
 100.42857143]",[0.6322809  0.7766615  0.53409925 0.55805504 0.75129328 0.67610214],"[175.94736842 188.42105263 192.55172414 194.02040816 194.2
 192.82857143]",[197. 208. 245. 250. 232. 237.],[156. 174. 159. 150. 166. 163.],1,[1 2 3 4 5 6]
[],[],[],[],[],[],[],[],1,[]
[1],[1179],[101.66157761],[100.56743003],[0.79057936],[162.42748092],[255.],[81.],1,[1]
[1 2 3 4 5],[27 24 26 24 16],[ 98.40740741  99.66666667 100.69230769 108.125      111.5       ],[105.92592593 115.125       90.03846154 112.          80.        ],[0.5724126  0.58498662 0.56540284 0.57279446 0.57735027],[190.22222222 182.58333333 185.88461538 172.08333333 167.125     ],[234. 216. 221. 201. 188.],[157. 158. 162. 147. 148.],1,[1 2 3 4 5]
[1],[1186],[100.40809444],[101.29342327],[0.72324226],[143.52529511],[251.],[0.],1,[1]
[1],[525],[101.39428571],[95.76571429],[0.36051012],[149.57142857],[253.],[101.],1,[1]
[1 2 3 4],[28 15 15 20],[ 92.         102.6        111.06666667 123.05      ],[ 81.57142857 111.6         84.26666667  97.75      ],[0.63778288 0.48989795 0.73438878 0.63816827],[160.42857143 154.66666667 131.26666667 151.1       ],[187. 173. 143. 170.],[137. 142. 124. 135.],1,[1 2 3 4]
[1],[1578],[100.98162231],[101.55640051],[0.78367862],[137.35931559],[255.],[59.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[777],[100.78764479],[100.5984556],[0.75234382],[180.72844273],[255.],[100.],1,[1]
[1],[1637],[103.82529016],[100.12767257],[0.91266033],[154.58155162],[255.],[79.],1,[1]
[1],[2174],[98.71021159],[97.61039558],[0.72034787],[143.19457222],[253.],[6.],1,[1]
[1],[1504],[100.6043883],[99.98271277],[0.51885652],[160.56515957],[255.],[0.],1,[1]
[1],[1445],[98.33079585],[98.4650519],[0.79080845],[163.12595156],[250.],[0.],1,[1]
[1 2],[51 22],[ 83.23529412 104.31818182],[113.23529412  87.81818182],[0.78560232 0.43691591],[136.76470588 143.72727273],[190. 167.],[105. 110.],1,[1 2]
[1],[1299],[100.03618168],[98.79368745],[0.66409714],[150.06928406],[255.],[68.],1,[1]
[1],[1345],[99.76505576],[101.02527881],[0.7841916],[185.32936803],[254.],[98.],1,[1]
[1 2],[48 16],[ 90.79166667 117.8125    ],[ 76.72916667 107.5       ],[0.7349225  0.70020743],[141.39583333 164.        ],[163. 183.],[121. 128.],1,[1 2]
[1],[2506],[101.29010375],[101.53830806],[0.5520918],[133.0830008],[255.],[58.],1,[1]
[1],[1381],[98.64301231],[103.42143374],[0.91960412],[144.4134685],[255.],[62.],1,[1]
[1],[1130],[98.03274336],[100.91238938],[0.56546336],[176.88584071],[253.],[8.],1,[1]
[1 2],[ 79 104],[91.94936709 94.77884615],[111.12658228  99.625     ],[0.69621359 0.61701727],[142.87341772 138.15384615],[187. 195.],[116. 116.],1,[1 2]
[1],[2618],[100.06149733],[99.96294882],[0.62156199],[145.29679144],[253.],[0.],1,[1]
[1],[1630],[100.32331288],[100.66932515],[0.69969094],[159.47852761],[255.],[71.],1,[1]
[1],[789],[101.59315589],[98.68314322],[0.82949941],[169.46641318],[251.],[74.],1,[1]
[1],[1447],[100.13130615],[100.40152039],[0.80577984],[158.82584658],[253.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1 2 3 4 5],[29 20 23 39 25],[ 73.44827586  88.5         91.47826087 107.02564103 125.24      ],[100.5862069   94.5        117.2173913  116.38461538 106.04      ],[0.54177458 0.73029674 0.76348661 0.84084693 0.64419115],[172.75862069 175.45       165.56521739 177.97435897 189.        ],[200. 194. 181. 204. 219.],[152. 154. 150. 154. 155.],1,[1 2 3 4 5]
[1],[969],[99.31372549],[102.25902993],[0.74982586],[163.02270382],[255.],[59.],1,[1]
[1 2 3],[129  93 114],[ 92.80620155 104.44086022 107.61403509],[ 93.95348837 112.78494624  97.5       ],[0.72935489 0.90995852 0.75371939],[155.10852713 156.67741935 147.78947368],[214. 202. 237.],[107. 116.  93.],1,[1 2 3]
[1],[897],[102.14938685],[99.54738016],[0.43039244],[171.31661093],[255.],[77.],1,[1]
[1],[2362],[100.31117697],[99.49745978],[0.65234295],[183.57917019],[255.],[89.],1,[1]
[1],[1717],[100.9481654],[101.53174141],[0.58618963],[172.86022132],[254.],[16.],1,[1]
[1],[2787],[98.72479368],[98.97165411],[0.81350219],[137.61248654],[254.],[0.],1,[1]
[1],[1401],[101.33404711],[101.93647395],[0.83672952],[156.35046395],[254.],[0.],1,[1]
[1],[27],[97.74074074],[122.59259259],[0.62767878],[150.62962963],[172.],[131.],1,[1]
[1],[1171],[100.95217763],[99.0794193],[0.4729819],[159.12126388],[255.],[0.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[1470],[101.02789116],[100.52585034],[0.65927485],[156.15034014],[255.],[0.],1,[1]
[1 2 3 4 5],[31 27 17 36 15],[ 87.19354839  86.74074074  93.11764706 110.22222222 115.4       ],[ 98.35483871 112.59259259 122.58823529 109.77777778  86.6       ],[0.72277992 0.3340637  0.62594323 0.86506186 0.48989795],[159.87096774 165.81481481 135.94117647 158.5        158.8       ],[194. 195. 151. 189. 185.],[141. 144. 119. 139. 135.],1,[1 2 3 4 5]
[1 2],[25 27],[105.76       118.07407407],[100.64       110.59259259],[0.54175738 0.5724126 ],[158.32       161.92592593],[187. 188.],[133. 140.],1,[1 2]
[1],[1867],[100.00964114],[99.90948045],[0.30494722],[166.14622389],[255.],[8.],1,[1]
[1],[1544],[99.49028497],[102.1003886],[0.61107951],[179.40284974],[254.],[80.],1,[1]
[1],[1463],[100.21120984],[100.2378674],[0.87528655],[166.60833903],[255.],[14.],1,[1]
[1],[2774],[99.16510454],[99.41961067],[0.69881426],[161.10670512],[255.],[1.],1,[1]
[1],[2344],[99.57295222],[99.80119454],[0.78542883],[162.18259386],[255.],[49.],1,[1]
[1],[808],[110.55445545],[96.08292079],[0.83919119],[164.67450495],[255.],[87.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[1223],[101.22485691],[101.77432543],[0.67004554],[148.01308258],[252.],[70.],1,[1]
[1],[1677],[100.12701252],[100.61121049],[0.49627309],[144.87358378],[251.],[71.],1,[1]
[1],[1885],[101.78514589],[100.51087533],[0.76734423],[137.86047745],[253.],[25.],1,[1]
[1],[899],[99.98998888],[100.44382647],[0.53259309],[171.61735261],[252.],[15.],1,[1]
[1 2 3 4],[22 26 17 17],[ 92.63636364 100.5        101.11764706 110.05882353],[103.68181818 122.         112.41176471 100.23529412],[0.68014588 0.54405882 0.62594323 0.67798376],[163.68181818 152.5        144.35294118 140.64705882],[188. 185. 163. 158.],[140. 128. 133. 124.],1,[1 2 3 4]
[1],[3292],[98.91798299],[102.2527339],[0.70506157],[151.67679222],[252.],[13.],1,[1]
[1],[2575],[101.18213592],[100.05203883],[0.60284679],[136.76194175],[255.],[67.],1,[1]
[1],[1358],[101.8814433],[102.28865979],[0.89886323],[147.85198822],[252.],[79.],1,[1]
[1],[1540],[98.11298701],[91.49090909],[0.64266427],[146.12792208],[230.],[68.],1,[1]
[1 2 3 4 5 6],[76 62 25 42 47 41],"[ 90.85526316  94.5483871   93.2         99.4047619  107.34042553
 108.95121951]","[ 90.44736842 108.32258065 118.44        90.73809524 114.63829787
 103.80487805]",[0.30677979 0.57769667 0.65793892 0.62000011 0.51508836 0.48385254],"[174.43421053 184.33870968 172.76       176.0952381  190.9787234
 194.17073171]",[253. 252. 208. 220. 230. 247.],[144. 149. 151. 142. 156. 150.],1,[1 2 3 4 5 6]
[1],[2148],[100.58286778],[99.59776536],[0.43638974],[184.38175047],[254.],[7.],1,[1]
[1],[1690],[99.97692308],[100.39822485],[0.76514738],[144.07514793],[255.],[61.],1,[1]
[1],[1509],[100.34194831],[99.83830351],[0.75264118],[156.43605036],[252.],[0.],1,[1]
[1],[1538],[99.40182055],[100.40897269],[0.78725545],[146.40117035],[255.],[59.],1,[1]
[1],[1563],[97.58861164],[98.67818298],[0.8012939],[160.84069098],[252.],[75.],1,[1]
[1],[1901],[101.45291952],[99.42240926],[0.78448754],[136.52183062],[255.],[59.],1,[1]
[1],[1917],[99.06207616],[100.39697444],[0.72180372],[166.90453834],[249.],[17.],1,[1]
[1],[1218],[100.37192118],[99.34646962],[0.90116494],[134.66912972],[255.],[49.],1,[1]
[1],[2020],[99.24752475],[100.30841584],[0.75347089],[162.72722772],[254.],[0.],1,[1]
[1],[1968],[99.16006098],[100.5625],[0.51306725],[144.54014228],[255.],[63.],1,[1]
[1],[1755],[100.49401709],[101.11566952],[0.69122881],[143.76182336],[255.],[67.],1,[1]
[1],[1596],[101.01879699],[99.63220551],[0.56505475],[139.89786967],[255.],[11.],1,[1]
[1 2],[25 19],[ 99.76       115.57894737],[109.2        107.57894737],[0.53706545 0.7554628 ],[174.24       170.15789474],[204. 187.],[143. 159.],1,[1 2]
[1],[1476],[100.81165312],[101.12398374],[0.50679433],[148.45731707],[252.],[53.],1,[1]
[1],[1463],[99.53315106],[98.89815448],[0.78846406],[155.03759398],[253.],[0.],1,[1]
[1],[639],[106.29577465],[111.15805947],[0.6839747],[152.51643192],[255.],[115.],1,[1]
[1],[2330],[98.52403433],[99.40987124],[0.68137276],[135.89055794],[251.],[69.],1,[1]
[1],[2011],[100.8876181],[101.05569368],[0.51061949],[143.42416708],[251.],[0.],1,[1]
[1],[800],[99.095],[101.2575],[0.96400425],[167.30375],[255.],[61.],1,[1]
[1],[663],[101.25037707],[101.19457014],[0.73819325],[177.54901961],[255.],[101.],1,[1]
[1],[998],[99.89478958],[99.51903808],[0.35867395],[166.27955912],[255.],[0.],1,[1]
[1 2 3],[24 18 33],[90.70833333 94.88888889 98.78787879],[120.58333333  88.88888889 100.54545455],[0.71531276 0.7716901  0.44664981],[158.5        149.22222222 152.24242424],[178. 165. 166.],[135. 127. 136.],1,[1 2 3]
[1],[1483],[99.60080917],[100.1908294],[0.33553919],[171.25084289],[255.],[0.],1,[1]
[1],[87],[90.08045977],[105.52873563],[0.68085652],[141.52873563],[185.],[87.],1,[1]
[1],[2079],[100.66185666],[101.63155363],[0.77560986],[149.61038961],[254.],[0.],1,[1]
[1],[1350],[98.86074074],[98.14222222],[0.75787485],[170.84296296],[255.],[81.],1,[1]
[1],[2080],[100.44567308],[101.79567308],[0.42447032],[162.29471154],[255.],[0.],1,[1]
[1],[1457],[100.05284832],[100.58544955],[0.91474685],[147.86753603],[255.],[78.],1,[1]
[1],[4418],[101.91353554],[97.09325487],[0.51053975],[153.79244002],[254.],[31.],1,[1]
[1],[4319],[98.58508914],[100.83885159],[0.54769162],[153.76244501],[255.],[93.],1,[1]
[1],[1231],[99.2794476],[100.02599513],[0.72830382],[168.5247766],[255.],[0.],1,[1]
[1 2 3 4],[24 38 25 19],[ 87.66666667 101.         110.52       114.15789474],[115.875       83.81578947  88.12       104.84210526],[0.58498662 0.79805434 0.47596054 0.52070373],[194.875      192.97368421 189.16       179.73684211],[229. 215. 218. 201.],[151. 168. 158. 164.],1,[1 2 3 4]
[1],[759],[97.51778656],[101.30171278],[0.88236056],[162.69960474],[252.],[69.],1,[1]
[1],[1558],[100.61168164],[99.42233633],[0.50025747],[133.21501926],[255.],[71.],1,[1]
[1],[687],[101.32751092],[98.34352256],[0.9104951],[184.18777293],[253.],[112.],1,[1]
[1],[3053],[101.34916476],[101.65673108],[0.72060741],[138.47330495],[255.],[6.],1,[1]
[1],[1631],[101.22011036],[100.73942367],[0.77386268],[158.39668915],[255.],[0.],1,[1]
[1],[1836],[100.30718954],[100.49727669],[0.51705256],[148.86383442],[252.],[75.],1,[1]
[1],[2632],[99.98670213],[98.49164134],[0.7894357],[136.28419453],[254.],[59.],1,[1]
[1 2 3 4 5],[45 58 18 38 31],[ 88.35555556  89.5         93.44444444 111.94736842 112.5483871 ],[ 99.11111111 117.05172414  87.88888889  94.57894737 104.74193548],[0.48541445 0.61944587 0.4880042  0.61289567 0.77962864],[203.35555556 195.34482759 199.83333333 199.5        188.16129032],[255. 241. 230. 253. 236.],[162. 160. 179. 165. 151.],1,[1 2 3 4 5]
[1 2],[ 38 324],[ 71.15789474 109.35802469],[ 95.15789474 101.97839506],[0.67369275 0.76413137],[192.21052632 164.82407407],[231. 247.],[165. 140.],1,[1 2]
[1],[1263],[99.74980206],[101.52573238],[0.76457686],[165.38954869],[251.],[85.],1,[1]
[1],[1763],[101.95405559],[100.36074872],[0.56177802],[145.51276234],[255.],[68.],1,[1]
[1],[1329],[100.57411588],[100.94732882],[0.74463864],[139.13092551],[254.],[76.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1],[3217],[99.17065589],[98.4839913],[0.46223867],[151.34970469],[253.],[0.],1,[1]
[1],[1013],[100.87759131],[99.91214215],[0.78056753],[157.98124383],[255.],[0.],1,[1]
[1],[1563],[99.35828535],[99.95137556],[0.91641714],[142.2699936],[255.],[68.],1,[1]
[1 2 3],[68 99 18],[ 85.47058824 104.15151515 121.38888889],[ 94.19117647  89.78787879 114.61111111],[0.56875615 0.45936074 0.43328912],[178.55882353 192.02020202 155.55555556],[253. 239. 184.],[138. 155. 129.],1,[1 2 3]
[1],[2939],[99.51071793],[99.21742089],[0.85738081],[133.84212317],[255.],[11.],1,[1]
[1],[1184],[101.10726351],[99.29898649],[0.63460965],[167.21114865],[255.],[0.],1,[1]
[1 2 3 4 5 6 7],[23 31 51 26 22 25 26],"[ 64.52173913  76.41935484  78.47058824 100.69230769 102.5
 120.44       141.5       ]","[ 91.39130435  76.06451613 123.82352941 134.92307692  86.
 111.8        103.        ]","[0.72239124 0.45002135 0.64212131 0.6713802  0.68986056 0.65793892
 0.54405882]","[162.56521739 170.74193548 189.62745098 151.53846154 187.59090909
 190.48       176.26923077]",[183. 199. 218. 173. 208. 212. 202.],[146. 145. 152. 130. 170. 172. 153.],1,[1 2 3 4 5 6 7]
[1],[1315],[100.73003802],[100.34220532],[0.61989171],[134.66996198],[255.],[47.],1,[1]
[1],[937],[98.50053362],[103.13447172],[0.79971178],[159.12593383],[250.],[64.],1,[1]
[1 2 3 4],[49 31 57 46],[ 93.48979592  94.70967742  96.42105263 106.63043478],[114.2244898   81.64516129  94.96491228 124.89130435],[0.76197297 0.90369035 0.73165414 0.81449224],[178.63265306 161.22580645 152.26315789 168.52173913],[242. 196. 206. 206.],[147. 141. 134. 146.],1,[1 2 3 4]
[],[],[],[],[],[],[],[],1,[]
[1],[972],[101.85185185],[99.44444444],[0.83840479],[150.52160494],[255.],[82.],1,[1]
[1],[3095],[99.58901454],[99.52568659],[0.60813922],[153.19095315],[255.],[0.],1,[1]
[1],[996],[100.06024096],[99.56827309],[0.81742167],[178.44779116],[255.],[93.],1,[1]
[1],[1480],[99.71486486],[100.38581081],[0.72920442],[147.30810811],[255.],[0.],1,[1]
[1 2],[26 30],[ 84.76923077 109.93333333],[112.92307692  98.03333333],[0.78569787 0.86474562],[170.73076923 188.66666667],[184. 211.],[159. 159.],1,[1 2]
[1],[1667],[101.07558488],[100.59508098],[0.64424231],[153.33953209],[255.],[0.],1,[1]
[1],[1243],[100.3378922],[100.93483508],[0.69383013],[163.],[252.],[9.],1,[1]
[1],[1276],[96.19043887],[99.60109718],[0.74414779],[173.8315047],[251.],[122.],1,[1]
[1 2 3 4],[21 23 16 20],[ 78.14285714 100.34782609 105.375      132.15      ],[106.19047619  81.65217391 118.75        80.65      ],[0.34400025 0.79771014 0.50835416 0.7317797 ],[147.9047619 149.2173913 160.3125    141.45     ],[161. 168. 180. 171.],[135. 133. 144. 116.],1,[1 2 3 4]
[1],[1805],[99.966759],[99.7501385],[0.64853722],[139.69916898],[255.],[12.],1,[1]
[1 2 3 4 5 6],[21 20 27 15 37 20],"[ 73.38095238  84.05        90.11111111  98.13333333 105.2972973
 116.05      ]","[ 91.57142857 114.9         84.         121.2         90.48648649
 115.9       ]",[0.74737046 0.39295262 0.81871946 0.73611662 0.89408289 0.39295262],"[176.33333333 202.7        181.96296296 196.06666667 198.16216216
 200.65      ]",[196. 251. 204. 213. 246. 229.],[156. 174. 159. 180. 169. 178.],1,[1 2 3 4 5 6]
[1],[1583],[99.7618446],[100.37460518],[0.81599814],[172.19898926],[255.],[0.],1,[1]
[1],[761],[100.92115637],[100.55190539],[0.76303606],[183.40604468],[255.],[88.],1,[1]
[1],[1698],[100.55712603],[98.5041225],[0.47082836],[159.70848057],[255.],[1.],1,[1]
[1],[2023],[100.38457736],[99.21997034],[0.60601832],[159.50074147],[255.],[0.],1,[1]
[1],[1759],[100.35019898],[101.19556566],[0.76908273],[147.98976691],[251.],[0.],1,[1]
[1],[945],[101.26666667],[100.03597884],[0.65385044],[170.94285714],[249.],[80.],1,[1]
[],[],[],[],[],[],[],[],1,[]
[1 2 3],[20 28 26],[ 87.8         89.21428571 112.30769231],[83.6        97.32142857 98.96153846],[0.81145412 0.88302283 0.56540284],[147.35       144.75       148.07692308],[161. 167. 178.],[133. 130. 129.],1,[1 2 3]
[1],[686],[98.21137026],[98.21865889],[0.81929262],[171.41399417],[255.],[83.],1,[1]
[1],[18],[91.27777778],[86.38888889],[0.72265914],[134.55555556],[146.],[126.],1,[1]
[1 2 3 4],[25 47 29 46],[ 86.68        97.42553191 114.86206897 119.2173913 ],[116.56       109.82978723  85.48275862  99.84782609],[0.54555316 0.4562502  0.88479842 0.54993511],[172.2        189.72340426 140.10344828 178.97826087],[192. 228. 162. 215.],[156. 162. 109. 150.],1,[1 2 3 4]
[1],[1711],[99.99766219],[97.91934541],[0.63195269],[160.53419053],[255.],[3.],1,[1]
